CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
AXE VALLEY LARGE ANIMAL VETS LIMITED,11428946,,,HAZLEWOODS LLP STAVERTON COURT,STAVERTON,CHELTENHAM,GLOUCESTERSHIRE,UNITED KINGDOM,GL51 0UX,Private Limited Company,Active,United Kingdom,,22/06/2018,31,7,30/04/2022,31/07/2020,TOTAL EXEMPTION FULL,20/07/2019,,2,2,0,0,75000 - Veterinary activities,,,,0,0,http://business.data.gov.uk/id/company/11428946,,,,,,,,,,,,,,,,,,,,,05/07/2021,21/06/2020
AXE VALLEY MEN'S SHED,CE024035,,,,,,,,,Charitable Incorporated Organisation,Active,United Kingdom,,06/10/2020,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/CE024035,,,,,,,,,,,,,,,,,,,,,,
AXE VALLEY MINING CONSULTANTS LIMITED,7710249,,,138 HIGH STREET,,SWANAGE,DORSET,ENGLAND,BH19 2PA,Private Limited Company,Active,United Kingdom,,19/07/2011,31,7,30/04/2022,31/07/2020,MICRO ENTITY,16/08/2016,19/07/2015,0,0,0,0,09900 - Support activities for other mining and quarrying,,,,0,0,http://business.data.gov.uk/id/company/07710249,,,,,,,,,,,,,,,,,,,,,06/08/2021,23/07/2020
AXE VALLEY MOTORS (AXMINSTER) LIMITED,7259438,,,WILLOWBROOK,WHITFORD,AXMINSTER,,,EX13 7PH,Private Limited Company,Active,United Kingdom,,20/05/2010,30,6,31/03/2022,30/06/2020,TOTAL EXEMPTION FULL,17/06/2017,20/05/2016,1,1,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/07259438,,,,,,,,,,,,,,,,,,,,,23/05/2022,09/05/2021
AXE VALLEY PROPERTIES LIMITED,2368207,,,32 EYEWELL GREEN,,SEATON,DEVON,,EX12 2BW,Private Limited Company,Active,United Kingdom,,04/04/1989,30,9,30/06/2022,30/09/2020,TOTAL EXEMPTION FULL,02/05/2017,04/04/2016,1,0,0,1,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/02368207,,,,,,,,,,,,,,,,,,,,,18/04/2022,04/04/2021
AXE VALLEY SWIMMING ASSOCIATION,5843714,,,THE FLAMINGO POOL,LYME ROAD,AXMINSTER,DEVON,,EX13 5AZ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,12/06/2006,31,3,31/12/2021,31/03/2020,TOTAL EXEMPTION FULL,10/07/2017,12/06/2016,0,0,0,0,93110 - Operation of sports facilities,,,,0,0,http://business.data.gov.uk/id/company/05843714,,,,,,,,,,,,,,,,,,,,,26/06/2022,12/06/2021
AXE VALLEY VETERINARY PRACTICE LIMITED,6250893,,,THE CHOCOLATE FACTORY,KEYNSHAM,BRISTOL,,,BS31 2AU,Private Limited Company,Active,United Kingdom,,17/05/2007,30,9,30/06/2022,30/09/2020,SMALL,14/06/2017,17/05/2016,2,0,0,2,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/06250893,,,,,,,,,,,,,,,,,,,,,31/05/2022,17/05/2021
AXE VENTURES LIMITED,13195061,,,BANK FARM,CARLTON,NUNEATON,WARWICKSHIRE,ENGLAND,CV13 0BU,Private Limited Company,Active,United Kingdom,,11/02/2021,28,2,11/11/2022,,NO ACCOUNTS FILED,11/03/2022,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13195061,,,,,,,,,,,,,,,,,,,,,24/02/2022,
AXE VIEW PUBLISHING LIMITED,8271245,,,3 AXE VIEW,AXE ROAD DRIMPTON,BEAMINSTER,DORSET,,DT8 3RJ,Private Limited Company,Active,United Kingdom,,29/10/2012,31,10,31/07/2022,31/10/2020,DORMANT,26/11/2016,29/10/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/08271245,,,,,,,,,,,,,,,,,,,,,12/11/2021,29/10/2020
AXE VIEW RADIO LIMITED,12299058,,,3 AXE VIEW,AXE ROAD    DRIMPTON,BEAMINSTER,DORSET,UNITED KINGDOM,DT8 3RJ,Private Limited Company,Active,United Kingdom,,05/11/2019,30,11,31/08/2022,30/11/2020,DORMANT,03/12/2020,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/12299058,,,,,,,,,,,,,,,,,,,,,18/11/2021,04/11/2020
AXE WARRIORS LTD,13372612,,,113 HIGH STREET,,STOKE ON TRENT,STAFFORDSHIRE,ENGLAND,ST6 5TA,Private Limited Company,Active,United Kingdom,,04/05/2021,31,5,04/02/2023,,NO ACCOUNTS FILED,01/06/2022,,0,0,0,0,24520 - Casting of steel,,,,0,0,http://business.data.gov.uk/id/company/13372612,,,,,,,,,,,,,,,,,,,,,17/05/2022,
AXE WAX UK LTD,12706821,,,30 DONINGTON DRIVE,WOODVILLE,SWADLINCOTE,,ENGLAND,DE11 8AU,Private Limited Company,Active,United Kingdom,,30/06/2020,30,6,31/03/2022,,NO ACCOUNTS FILED,28/07/2021,,0,0,0,0,20412 - Manufacture of cleaning and polishing preparations,,,,0,0,http://business.data.gov.uk/id/company/12706821,07/12/2020,THE ALL NATURAL BALM & WAX CO LTD,,,,,,,,,,,,,,,,,,,13/07/2022,29/06/2021
AXE&CO LTD,12115902,,,36 INGRAM CLOSE,,AYLESFORD,KENT,UNITED KINGDOM,ME20 7GR,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,22/07/2019,31,7,22/04/2021,,NO ACCOUNTS FILED,19/08/2020,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/12115902,,,,,,,,,,,,,,,,,,,,,04/08/2021,21/07/2020
AXE-CENT (CONSTRUCTION) LIMITED,10755387,,,"THE FORUM THE FORUM,",VICTORIA ROAD,", SHIFNAL",SHROPSHIRE,ENGLAND,TF11 8FE,Private Limited Company,Active,United Kingdom,,05/05/2017,31,5,28/02/2022,31/05/2020,DORMANT,02/06/2018,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10755387,,,,,,,,,,,,,,,,,,,,,18/05/2022,04/05/2021
AXE-WELD LTD,8995118,,,126 THE JUNCTION,GRAYS PLACE,SLOUGH,,ENGLAND,SL2 5GF,Private Limited Company,Active,United Kingdom,,14/04/2014,30,4,31/01/2022,30/04/2020,MICRO ENTITY,12/05/2017,14/04/2016,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08995118,,,,,,,,,,,,,,,,,,,,,28/04/2022,14/04/2021
AXE12 CAPITAL LP,SL028814,,,SUITE 110,12 SOUTH BRIDGE,EDINBURGH,,SCOTLAND,EH1 1DD,Limited Partnership,Active,United Kingdom,,24/10/2016,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,1,1,http://business.data.gov.uk/id/company/SL028814,,,,,,,,,,,,,,,,,,,,,06/11/2018,23/10/2017
AXEA HOLDINGS LIMITED,11008338,,,14 WOODSTOCK COURT BOWESFIELD CRESCENT,BOWESFIELD LANE INDUSTRIAL ESTATE,STOCKTON ON TEES,,ENGLAND,TS18 3BL,Private Limited Company,Active,United Kingdom,,11/10/2017,30,4,31/01/2022,30/04/2020,TOTAL EXEMPTION FULL,08/11/2018,,1,1,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11008338,,,,,,,,,,,,,,,,,,,,,24/10/2021,10/10/2020
AXEBAY LIMITED,5516764,,,"THE OAKS, APEX 12 OLD IPSWICH ROAD",ARDLEIGH,COLCHESTER,,ENGLAND,CO7 7QR,Private Limited Company,Liquidation,United Kingdom,,22/07/2005,7,3,07/12/2021,31/12/2019,AUDIT EXEMPTION SUBSIDIARY,19/08/2016,22/07/2015,1,0,0,1,46320 - Wholesale of meat and meat products,,,,0,0,http://business.data.gov.uk/id/company/05516764,,,,,,,,,,,,,,,,,,,,,05/08/2021,22/07/2020
AXEBELL LIMITED,8037491,,,3 GREENGATE,CARDALE PARK,HARROGATE,,,HG3 1GY,Private Limited Company,Active,United Kingdom,,19/04/2012,31,12,30/09/2021,31/12/2019,TOTAL EXEMPTION FULL,17/05/2017,19/04/2016,2,2,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/08037491,,,,,,,,,,,,,,,,,,,,,03/05/2022,19/04/2021
AXEBLINK LIMITED,10825476,,,"17 GROUND FLOOR,",84 NORTH STREET,MANCHESTER,,ENGLAND,M8 8RA,Private Limited Company,Active,United Kingdom,,19/06/2017,30,6,31/03/2022,30/06/2020,TOTAL EXEMPTION FULL,17/07/2018,,0,0,0,0,45320 - Retail trade of motor vehicle parts and accessories,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/10825476,,,,,,,,,,,,,,,,,,,,,23/04/2022,09/04/2021
AXEBRIDGE LIMITED,2614701,,,KERAMI,PRIORS GREEN,"STISTED,BRAINTREE","ESSEX,CM7 8BP",,,Private Limited Company,Liquidation,United Kingdom,,24/05/1991,31,5,24/03/1993,,NO ACCOUNTS FILED,21/06/1993,24/05/1992,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/02614701,,,,,,,,,,,,,,,,,,,,,07/06/2017,
AXEBROOK CAPITAL LLP,OC435042,,,PARK HOUSE,116 PARK STREET,LONDON,,ENGLAND,W1K 6SS,Limited Liability Partnership,Active,United Kingdom,,12/01/2021,31,12,30/09/2022,,NO ACCOUNTS FILED,09/02/2022,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC435042,,,,,,,,,,,,,,,,,,,,,25/01/2022,
AXECAP LIMITED,8306548,,,1 PARK COURT 42,PARK CROSS STREET,LEEDS,,ENGLAND,LS1 2QH,Private Limited Company,Active,United Kingdom,,26/11/2012,31,3,31/12/2021,30/11/2019,MICRO ENTITY,24/12/2016,26/11/2015,3,1,0,2,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/08306548,19/12/2018,TURNAROUND PROPERTIES LIMITED,,,,,,,,,,,,,,,,,,,10/12/2021,26/11/2020
AXECORP LTD,12120741,,,5TH FLOOR CASTLEMEAD,LOWER CASTLE STREET,BRISTOL,,UNITED KINGDOM,BS1 3AG,Private Limited Company,Active,United Kingdom,,24/07/2019,31,7,30/04/2022,31/07/2020,MICRO ENTITY,21/08/2020,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12120741,,,,,,,,,,,,,,,,,,,,,06/08/2021,23/07/2020
AXECREST ESTATES LIMITED,4143422,,,83 BATTLE ROAD,BELVEDERE,KENT,,,DA17 6DU,Private Limited Company,Active,United Kingdom,,18/01/2001,31,3,31/12/2021,31/03/2020,MICRO ENTITY,15/02/2017,18/01/2016,1,1,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/04143422,,,,,,,,,,,,,,,,,,,,,01/02/2022,18/01/2021
AXECTI LTD,12523187,,,23 RAILWAY CLOSE,SHERBURN VILLAGE,DURHAM,,UNITED KINGDOM,DH6 1RN,Private Limited Company,Active,United Kingdom,,18/03/2020,5,4,18/12/2021,,NO ACCOUNTS FILED,15/04/2021,,0,0,0,0,56210 - Event catering activities,,,,0,0,http://business.data.gov.uk/id/company/12523187,03/08/2020,RAVISHINGMOON LTD,,,,,,,,,,,,,,,,,,,31/03/2022,17/03/2021
AXED LIMITED,11954587,,,UNIT 1-2 VULCAN SQUARE,GEORGE STREET,LINCOLN,,ENGLAND,LN5 8LG,Private Limited Company,Active,United Kingdom,,18/04/2019,31,5,28/02/2022,31/05/2020,MICRO ENTITY,16/05/2020,,0,0,0,0,93199 - Other sports activities,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/11954587,,,,,,,,,,,,,,,,,,,,,10/12/2021,26/11/2020
AXED UK LTD,12550521,,,UNIT 1-2 VULCAN PARK,GEORGE STREET,LINCOLN,,ENGLAND,LN5 8LG,Private Limited Company,Active,United Kingdom,,07/04/2020,30,4,07/01/2022,,NO ACCOUNTS FILED,05/05/2021,,0,0,0,0,93199 - Other sports activities,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/12550521,,,,,,,,,,,,,,,,,,,,,20/04/2022,06/04/2021
AXEED LIMITED,12807707,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,12/08/2020,31,8,12/05/2022,,NO ACCOUNTS FILED,09/09/2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,82990 - Other business support service activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/12807707,,,,,,,,,,,,,,,,,,,,,25/08/2021,
AXEER LIMITED,5916008,,,6 GREENLANDS COURT,,COCKERMOUTH,CUMBRIA,ENGLAND,CA13 9XF,Private Limited Company,Active,United Kingdom,,24/08/2006,31,3,31/12/2021,31/03/2020,MICRO ENTITY,21/09/2016,24/08/2015,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/05916008,,,,,,,,,,,,,,,,,,,,,07/09/2021,24/08/2020
AXEEVA LIMITED,12521127,,,3 FILERS WAY,WESTON GATEWAY BUSINESS PARK,WESTON-SUPER-MARE,,UNITED KINGDOM,BS24 7JP,Private Limited Company,Active,United Kingdom,,17/03/2020,31,3,17/12/2021,,NO ACCOUNTS FILED,14/04/2021,,0,0,0,0,"46120 - Agents involved in the sale of fuels, ores, metals and industrial chemicals",,,,0,0,http://business.data.gov.uk/id/company/12521127,27/08/2020,TECOIL LIMITED,,,,,,,,,,,,,,,,,,,31/03/2022,17/03/2021
AXEIL TECHNOLOGY SERVICES LTD,7590820,,,9 FOREST CLOSE,HIGH BEACH,WALTHAM ABBEY,,,EN9 3QR,Private Limited Company,Active,United Kingdom,,04/04/2011,30,4,31/01/2022,30/04/2020,TOTAL EXEMPTION FULL,02/05/2017,04/04/2016,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/07590820,,,,,,,,,,,,,,,,,,,,,03/05/2022,19/04/2021
AXEIS LTD,10360740,,,17 PRIORY ROAD PRIORY ROAD,HORNINGSEA,CAMBRIDGE,,ENGLAND,CB25 9JL,Private Limited Company,Active,United Kingdom,,06/09/2016,30,9,30/06/2022,30/09/2020,MICRO ENTITY,04/10/2017,,0,0,0,0,22290 - Manufacture of other plastic products,71122 - Engineering related scientific and technical consulting activities,,,0,0,http://business.data.gov.uk/id/company/10360740,,,,,,,,,,,,,,,,,,,,,19/09/2021,05/09/2020
AXEL & OLSEN LTD,12627485,,,51 ALBERT ROAD,,COLNE,,UNITED KINGDOM,BB8 0BP,Private Limited Company,Active,United Kingdom,,27/05/2020,31,5,27/02/2022,,NO ACCOUNTS FILED,24/06/2021,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/12627485,,,,,,,,,,,,,,,,,,,,,09/06/2022,26/05/2021
AXEL & SCHULTZ (UK) LIMITED,8600209,,,129 REVIEW ROAD,,LONDON,,,NW2 7BH,Private Limited Company,Active,United Kingdom,,08/07/2013,31,7,30/04/2022,31/07/2020,MICRO ENTITY,05/08/2016,08/07/2015,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/08600209,,,,,,,,,,,,,,,,,,,,,07/06/2022,24/05/2021
AXEL - ELEX SERVICES LTD.,6332245,,,"71-73 MOORE AVENUE, WIBSEY",BRADFORD,WEST YORKSHIRE,,,BD6 3HJ,Private Limited Company,Active,United Kingdom,,02/08/2007,31,12,30/09/2021,31/12/2019,TOTAL EXEMPTION FULL,30/08/2016,02/08/2015,1,1,0,0,33190 - Repair of other equipment,,,,0,0,http://business.data.gov.uk/id/company/06332245,,,,,,,,,,,,,,,,,,,,,16/08/2021,02/08/2020
AXEL ACCOUNTING LTD,13258523,,,2 CO-OPERATIVE STREET,GOLDTHORPE,ROTHERHAM,,ENGLAND,S63 9HN,Private Limited Company,Active,United Kingdom,,11/03/2021,31,3,11/12/2022,,NO ACCOUNTS FILED,08/04/2022,,0,0,0,0,69202 - Bookkeeping activities,,,,0,0,http://business.data.gov.uk/id/company/13258523,,,,,,,,,,,,,,,,,,,,,24/03/2022,
AXEL ALFRED HOLDINGS LIMITED,13039910,,,THE PINNACLE,170 MIDSUMMER BOULEVARD,MILTON KEYNES,BUCKINGHAMSHIRE,ENGLAND,MK9 1BP,Private Limited Company,Active,United Kingdom,,24/11/2020,30,11,24/08/2022,,NO ACCOUNTS FILED,22/12/2021,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13039910,,,,,,,,,,,,,,,,,,,,,07/12/2021,
AXEL ALLIANCE LP,SL017937,,,SUITE 2,5 ST VINCENT STREET,EDINBURGH,,SCOTLAND,EH3 6SW,Limited Partnership,Active,United Kingdom,,05/09/2014,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,1,1,http://business.data.gov.uk/id/company/SL017937,,,,,,,,,,,,,,,,,,,,,18/09/2017,
AXEL ANGLIN DESIGNS LIMITED,12006779,,,FLAT 22 SKYLINE APARTMENTS DEVAN GROVE WOODBERRY DOWN,HACKNEY,LONDON,,,N4 2GJ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,20/05/2019,31,5,28/02/2022,31/05/2020,DORMANT,17/06/2020,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/12006779,,,,,,,,,,,,,,,,,,,,,02/06/2021,19/05/2020
